JPEG_size,EDGE_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND_CONTRAST,CONTOUR_CONGESTION,evaluation,general_difficulty,adaptive
110080,0.0144,2.3355,2.439,0.6644,0.5915,0,34,1
132816,0.0146,2.8604,2.6598,0.7896,0.4972,0,34,1
112034,0.0149,2.7064,2.3555,0.7606,0.3996,0,14,1
101764,0.0132,2.3342,2.1044,0.7067,0.3445,1,14,1
95857,0.0116,2.1109,2.5732,0.6806,0.4974,1,14,1
102314,0.0127,2.5086,2.25,0.7461,0.2754,0,14,1
133775,0.0135,2.6613,2.4999,0.7937,0.416,0,14,1
105576,0.0106,2.372,2.2805,0.8074,0.3712,0,14,1
141068,0.0193,2.9067,2.8022,0.7219,0.5521,0,62,1
145585,0.0182,2.8935,2.7635,0.6513,0.4398,0,62,1
145282,0.0183,2.774,2.8636,0.7835,0.494,0,43,0
121313,0.0142,2.1071,2.5769,0.7087,0.5373,0,43,0
127569,0.0164,2.533,2.7493,0.6416,0.5418,0,60,1
131922,0.0168,2.4527,2.5607,0.7128,0.5152,0,60,1
119777,0.0217,2.9446,3.1079,0.6786,0.4678,1,37,0
118714,0.0202,2.4391,3.0351,0.6951,0.4846,0,37,0
135661,0.027,2.8598,2.824,0.6516,0.4993,1,37,0
134188,0.019,2.6812,2.3892,0.7041,0.4498,0,58,0
110808,0.0152,2.5161,2.5299,0.6667,0.4507,1,58,0
104402,0.011,2.1109,2.5267,0.763,0.4052,1,58,0
135037,0.0179,2.499,2.6347,0.718,0.5057,0,28,0
142343,0.0195,2.5628,3.0751,0.7028,0.5828,1,28,0
118857,0.0159,2.2871,2.5392,0.6223,0.4457,0,28,0
149543,0.0222,2.7003,3.1409,0.6674,0.5795,0,60,1
116880,0.0129,2.2936,2.4181,0.6566,0.5881,0,60,1
116880,0.0129,2.2936,2.4181,0.6566,0.5881,0,60,1
111278,0.0122,2.0392,2.2781,0.7113,0.6116,0,60,1
111278,0.0122,2.0392,2.2781,0.7113,0.6116,0,60,1
126493,0.0211,2.9757,3.2304,0.6755,0.568,1,57,0
128950,0.0215,2.9162,3.1618,0.7063,0.5747,0,57,0
111773,0.0162,2.543,2.8758,0.7063,0.4976,0,57,0
122958,0.0167,2.4712,2.2654,0.6928,0.469,0,58,0
111503,0.0129,2.2258,2.5993,0.7252,0.4401,0,58,0
112153,0.0119,2.5985,2.2755,0.762,0.5104,0,66,1
115359,0.0149,2.2816,2.5544,0.7161,0.6267,0,66,1
131745,0.0194,2.5026,2.8443,0.7045,0.4783,0,43,0
141008,0.0193,2.8227,2.851,0.7303,0.5764,0,62,1
144179,0.0173,2.8778,2.7166,0.657,0.4051,0,62,1
120998,0.0144,2.6165,2.3787,0.7243,0.474,1,66,1
100324,0.0107,2.2124,2.0772,0.6896,0.6079,0,66,1
133500,0.017,2.5196,2.7206,0.7406,0.4867,0,34,1
128135,0.0185,2.2592,3.1464,0.6364,0.6129,0,34,1
130095,0.0184,2.6635,2.6194,0.7121,0.4769,1,34,1
145018,0.0179,2.9132,2.7482,0.6741,0.3575,0,34,1
153917,0.0316,2.9338,4.0925,0.6481,0.6773,1,55,1
126332,0.0168,2.8958,2.9835,0.8007,0.5466,1,55,1
134356,0.0171,2.8217,2.714,0.7706,0.505,0,34,1
97377,0.0114,2.0404,2.1934,0.6988,0.6012,1,34,1
104715,0.0135,2.4356,2.1786,0.6901,0.5309,1,34,1
104715,0.0135,2.4356,2.1786,0.6901,0.5309,1,34,1
155109,0.0224,3.0463,2.4713,0.6689,0.431,0,34,1
140783,0.0195,2.8044,3.0266,0.6968,0.5345,0,20,0
116998,0.0171,2.4311,2.5867,0.6994,0.3916,0,20,0
139387,0.0201,2.4387,3.3388,0.6735,0.5386,1,20,0
94959,0.0118,2.2474,1.9718,0.6896,0.3476,0,14,1
96253,0.0125,2.1029,2.2583,0.6087,0.3967,1,14,1
155661,0.0208,2.9144,2.5564,0.7057,0.3748,0,14,1
103674,0.0127,2.0395,2.6692,0.6746,0.483,1,14,1
128828,0.0247,2.8576,3.3517,0.6529,0.602,0,37,0
117846,0.0182,2.6387,2.9892,0.7274,0.4945,1,37,0
134642,0.0232,2.7453,3.3868,0.7076,0.5541,1,37,0
115840,0.0149,2.4189,2.4695,0.7225,0.5668,0,62,1
122075,0.0169,2.4784,2.3306,0.6512,0.5956,0,62,1
124089,0.0164,2.2808,2.5754,0.6688,0.6873,0,62,1
163892,0.02,2.747,3.0358,0.7515,0.5471,1,28,0
160040,0.0228,2.4717,3.314,0.6481,0.5943,0,28,0
123060,0.0146,2.281,2.4907,0.6838,0.5005,0,60,1
119964,0.0151,2.3471,2.4111,0.7085,0.4915,0,66,1
119964,0.0151,2.3471,2.4111,0.7085,0.4915,0,66,1
123370,0.0144,2.3982,2.3479,0.6971,0.5585,0,66,1
132507,0.0178,2.3968,2.888,0.7236,0.6619,0,66,1
135080,0.0265,2.8429,3.6822,0.7001,0.5997,1,37,0
103617,0.0168,2.2273,2.8172,0.6825,0.5231,0,37,0
112683,0.0173,2.3394,2.8891,0.7445,0.4893,0,37,0
145713,0.0299,2.9492,3.4428,0.6776,0.56,1,37,0
152582,0.0253,2.7471,3.4345,0.6935,0.6806,1,55,1
124203,0.0187,2.6348,2.8974,0.6919,0.5869,0,55,1
112471,0.0215,2.4662,3.3684,0.6523,0.6117,0,57,0
98722,0.0177,2.4781,2.6045,0.6584,0.4497,1,57,0
116515,0.0139,2.4388,2.3509,0.7436,0.5072,0,34,1
132778,0.0182,2.7748,2.6564,0.7402,0.5319,0,34,1
100840,0.0129,2.2349,2.2924,0.6633,0.5216,0,34,1
140257,0.0191,2.4359,2.7512,0.7362,0.5321,0,28,0
140257,0.0191,2.4359,2.7512,0.7362,0.5321,0,28,0
142769,0.0189,2.4676,2.8193,0.6759,0.6122,0,28,0
136662,0.0168,2.2525,2.896,0.7247,0.5232,0,28,0
107078,0.0137,2.1988,2.1397,0.6892,0.5095,0,14,1
89596,0.0105,1.9826,2.3926,0.7109,0.5003,0,14,1
93826,0.012,1.9597,2.3157,0.6433,0.3918,0,14,1
80038,0.007,1.7325,1.9564,0.7594,0.2806,0,14,1
115399,0.0153,2.2755,2.8756,0.6964,0.4707,0,34,1
102816,0.0127,2.2797,2.2331,0.6752,0.4196,1,34,1
102816,0.0127,2.2797,2.2331,0.6752,0.4196,1,34,1
154000,0.0207,2.949,2.7971,0.6544,0.4183,1,34,1
112342,0.0138,2.2745,2.4359,0.7226,0.483,0,34,1
106971,0.0122,2.3174,2.1032,0.6734,0.595,0,60,1
117027,0.0136,2.3778,2.4668,0.6515,0.5473,0,60,1
134691,0.0172,2.7678,2.8686,0.7456,0.5361,0,43,0
141202,0.0198,2.8459,2.9435,0.7097,0.4246,0,43,0
113103,0.0204,2.7297,3.0117,0.6695,0.555,1,57,0
113103,0.0204,2.7297,3.0117,0.6695,0.555,1,57,0
119566,0.0198,3.0134,2.9789,0.6991,0.5696,1,57,0
119566,0.0198,3.0134,2.9789,0.6991,0.5696,1,57,0
120264,0.017,2.7835,2.9979,0.7658,0.4209,0,57,0
117815,0.0134,2.2168,2.4428,0.7279,0.5066,0,60,1
130549,0.0152,2.4427,2.6331,0.7337,0.4727,0,60,1
132035,0.0172,2.3101,2.9483,0.6913,0.5371,1,66,1
86196,0.007,1.6821,2.09,0.7611,0.5217,0,66,1
148587,0.0313,2.8348,4.2009,0.6415,0.6795,1,55,1
110674,0.0193,2.3909,2.8225,0.6654,0.658,1,55,1
116043,0.0156,2.6556,2.4839,0.7595,0.4693,0,14,1
101341,0.0134,2.4204,2.348,0.6763,0.4388,1,14,1
80090,0.0098,1.9389,1.9939,0.6391,0.415,0,14,1
136829,0.0189,2.547,2.4641,0.6942,0.5344,0,43,0
125884,0.0181,2.3715,2.7423,0.7066,0.6012,0,43,0
135260,0.0178,2.2629,3.021,0.7111,0.5042,1,43,0
116188,0.0221,2.5043,2.9179,0.6963,0.6226,0,57,0
112673,0.0172,2.5129,3.077,0.7633,0.4828,0,57,0
121004,0.0228,2.8038,2.5131,0.6925,0.3753,1,57,0
123008,0.0165,2.3873,2.6714,0.757,0.5613,0,58,0
107192,0.0131,2.3173,2.3143,0.7204,0.5392,0,58,0
108837,0.0118,1.9809,2.3858,0.713,0.4198,0,66,1
103451,0.0111,1.8828,2.3779,0.7131,0.5232,0,66,1
129073,0.025,2.8565,3.458,0.6194,0.5836,1,37,0
116925,0.0222,2.6669,2.8743,0.6935,0.5022,1,37,0
128277,0.0242,2.7837,2.8531,0.6637,0.5145,1,37,0
130086,0.015,2.6455,2.6088,0.8003,0.484,0,58,0
128033,0.0169,2.289,2.7302,0.6703,0.4889,0,58,0
120808,0.0171,2.5117,2.2596,0.7065,0.4889,1,58,0
145329,0.0189,2.7172,2.8172,0.7612,0.5186,0,58,0
124283,0.0173,2.4265,2.545,0.7154,0.504,0,58,0
161093,0.0192,2.7921,2.9028,0.7691,0.5449,1,28,0
154097,0.0177,2.6956,2.8807,0.7769,0.4905,1,28,0
150071,0.0206,2.702,3.0182,0.655,0.5659,1,28,0
135483,0.0173,2.5158,2.8093,0.6664,0.5179,0,60,1
146747,0.0197,2.5953,2.5541,0.6654,0.5724,0,60,1
129516,0.0179,2.5182,2.4357,0.6919,0.4832,0,43,0
113244,0.0133,2.3368,2.771,0.7251,0.4345,0,43,0
111700,0.0133,2.2513,2.5386,0.7427,0.352,0,43,0
141799,0.0185,2.8219,2.7962,0.7731,0.4447,0,20,0
138041,0.0175,2.9237,2.8945,0.6977,0.4627,0,20,0
127760,0.0143,2.3961,2.8056,0.7807,0.4802,0,20,0
126346,0.0148,2.3971,2.5773,0.715,0.4314,1,66,1
147791,0.0164,2.9637,2.6628,0.6699,0.3202,0,66,1
97918,0.0118,2.3018,2.0901,0.6822,0.5752,0,34,1
109060,0.0128,2.4855,2.2746,0.7659,0.4776,0,34,1
133641,0.0152,2.5655,2.489,0.7548,0.5362,0,34,1
150794,0.0198,2.8193,2.8949,0.7975,0.5448,1,24,0
144815,0.0183,2.5464,3.2265,0.7291,0.4988,1,24,0
137652,0.0194,2.5708,2.9648,0.749,0.5469,1,24,0
132212,0.0258,2.683,3.3527,0.6583,0.6144,1,55,1
115920,0.0196,2.7386,2.9492,0.6828,0.5495,1,55,1
117298,0.0219,2.6344,3.2185,0.6985,0.5778,0,57,0
126485,0.0245,2.5816,3.2303,0.6891,0.6857,1,57,0
117768,0.023,2.5359,3.0204,0.6794,0.6243,0,57,0
143313,0.0207,2.4929,3.3351,0.6787,0.5584,1,24,0
123277,0.0156,2.3246,2.9474,0.6992,0.5141,1,24,0
137135,0.0168,2.4557,2.9766,0.7362,0.5091,1,24,0
88637,0.0106,2.1163,2.0453,0.7241,0.4818,1,14,1
94425,0.0119,2.3216,2.2641,0.6523,0.397,1,14,1
90541,0.0102,2.1891,2.0946,0.6253,0.4264,0,14,1
89364,0.0091,1.768,2.2009,0.7214,0.5191,0,14,1
105324,0.0121,2.5873,2.4374,0.7176,0.3992,1,14,1
157225,0.021,2.8242,3.0574,0.7633,0.4855,0,71,0
136921,0.0187,2.5662,2.7353,0.7181,0.5414,0,62,1
159310,0.0213,2.8328,2.8537,0.7203,0.472,0,62,1
138211,0.0186,2.5904,2.8676,0.7054,0.55,0,62,1
136271,0.019,2.4531,3.2475,0.6605,0.543,0,43,0
118936,0.0162,2.2739,2.5866,0.6793,0.5694,0,43,0
103720,0.0124,2.5192,2.3849,0.7418,0.479,0,14,1
79098,0.0053,1.8123,1.9368,0.8297,0.3235,0,14,1
126502,0.0138,2.8137,2.492,0.7111,0.2685,0,14,1
125797,0.0172,2.4582,3.0221,0.7131,0.4201,0,43,0
156810,0.0208,2.9259,2.9451,0.7738,0.4686,0,43,0
148095,0.0236,2.5939,3.4643,0.6396,0.627,0,43,0
117087,0.014,2.3648,2.29,0.6425,0.6275,0,60,1
141714,0.0175,2.3618,2.8086,0.699,0.5912,0,66,1
127220,0.0168,2.2833,2.6516,0.5986,0.4795,0,66,1
137543,0.0268,2.8928,3.7689,0.7008,0.6129,0,37,0
104193,0.0187,2.5732,2.5755,0.676,0.5208,1,37,0
133083,0.0201,2.7368,2.9066,0.7617,0.5645,1,37,0
145854,0.0201,2.4706,3.2374,0.6653,0.6424,0,60,1
139362,0.015,2.8405,2.5193,0.664,0.4524,0,60,1
103380,0.0179,2.1931,3.0883,0.6645,0.6663,0,37,0
101904,0.0168,2.4115,2.4896,0.6912,0.5838,0,37,0
125190,0.0209,2.8932,3.0572,0.6763,0.6386,1,37,0
142078,0.0183,2.8408,2.9008,0.7553,0.5552,0,58,0
121620,0.0171,2.5551,2.7412,0.6688,0.4972,0,58,0
114026,0.0138,2.2999,2.4035,0.7192,0.4478,1,58,0
151184,0.0199,2.3776,3.2399,0.681,0.5372,1,28,0
132566,0.015,2.2778,2.8366,0.6843,0.5556,1,28,0
139784,0.0174,2.4056,2.9027,0.6751,0.4734,0,28,0
118316,0.0229,2.5703,3.1116,0.6811,0.6819,1,37,0
134609,0.0201,2.7775,2.9896,0.7646,0.5475,1,37,0
111990,0.0184,2.6479,2.8974,0.6668,0.5555,1,37,0
112443,0.02,2.5185,2.8876,0.6756,0.5901,0,57,0
117892,0.0213,2.5779,3.0634,0.6831,0.5812,0,57,0
155679,0.0202,2.4883,3.3909,0.7,0.5191,0,28,0
131390,0.0144,2.4345,2.7528,0.7638,0.4024,1,28,0
153499,0.0208,2.5203,3.3027,0.6704,0.5486,1,28,0
144478,0.0182,2.7313,2.8808,0.7961,0.5066,1,58,0
116512,0.0135,2.2893,2.5929,0.724,0.473,1,58,0
121482,0.018,2.4074,2.6514,0.6991,0.3728,0,58,0
121223,0.0233,2.613,3.5389,0.6419,0.6094,1,57,0
117837,0.0207,2.6384,3.0911,0.7475,0.4885,1,57,0
118223,0.0211,2.8852,3.211,0.6636,0.4712,1,57,0
118223,0.0211,2.8852,3.211,0.6636,0.4712,1,57,0
148621,0.0202,2.5661,2.5454,0.6856,0.5243,0,28,0
133368,0.0176,2.5323,2.3401,0.6766,0.4819,1,28,0
144689,0.0205,2.6229,2.9703,0.6476,0.5958,0,28,0
144689,0.0205,2.6229,2.9703,0.6476,0.5958,0,28,0
130056,0.0186,2.4861,2.7708,0.7245,0.5132,0,58,0
121160,0.0157,2.3968,2.5527,0.762,0.4833,0,58,0
136979,0.0207,2.6898,3.0756,0.6951,0.5164,1,58,0
143327,0.0189,2.8302,3.0289,0.755,0.5082,0,58,0
143327,0.0189,2.8302,3.0289,0.755,0.5082,0,58,0
122843,0.0158,2.0427,2.6653,0.6469,0.5735,0,58,0
151936,0.021,2.8051,3.0681,0.776,0.4877,0,58,0
125605,0.0177,2.4569,3.0798,0.6784,0.4921,1,58,0
146942,0.0177,2.8318,2.9007,0.7957,0.3986,0,58,0
123987,0.0152,2.1862,2.7042,0.7559,0.5372,0,58,0
132825,0.0184,2.4645,3.1659,0.6653,0.528,0,58,0
143337,0.0154,2.6376,2.895,0.7655,0.4324,1,58,0
145973,0.0178,2.7989,2.9229,0.7919,0.4856,0,58,0
120588,0.0157,2.1798,2.7531,0.6933,0.4999,0,58,0
138167,0.0192,2.3912,3.2932,0.676,0.5601,0,58,0
129722,0.018,2.5963,2.8968,0.6591,0.5149,1,58,0
144123,0.0137,2.7241,2.8435,0.7828,0.4233,1,58,0
100475,0.0119,2.3455,2.1265,0.6912,0.4877,0,61,1
155385,0.0188,2.9867,2.9312,0.6716,0.3938,0,61,1
137956,0.0197,2.642,2.8619,0.717,0.5182,1,61,1
115739,0.0145,2.5087,2.3598,0.7493,0.5089,0,61,1
163999,0.0238,3.0251,2.6534,0.6662,0.4803,0,61,1
111962,0.0142,2.3836,2.4792,0.6616,0.5686,1,61,1
116533,0.0139,2.7039,2.4656,0.761,0.4926,0,61,1
110336,0.0131,2.3868,2.4663,0.6871,0.4849,0,61,1
159266,0.0225,3.0798,2.5771,0.6759,0.444,0,61,1
159266,0.0225,3.0798,2.5771,0.6759,0.444,0,61,1
129660,0.0194,2.5726,2.524,0.6808,0.5306,0,61,1
167004,0.0243,3.0101,2.6557,0.6709,0.4945,0,61,1
127300,0.016,2.6139,2.7612,0.6962,0.5439,1,61,1
68491,0.0058,1.4789,1.8711,0.6691,0.4359,1,21,0
64653,0.003,1.4012,1.6937,0.892,0.3908,1,21,0
80277,0.0083,1.6128,2.0274,0.6482,0.6282,1,21,0
85266,0.0099,1.9504,2.0581,0.7317,0.506,1,21,0
66397,0.0059,1.6403,1.7464,0.6116,0.275,1,21,0
65728,0.0037,1.5813,1.7299,0.7981,0.3076,1,21,0
79338,0.0075,2.0087,1.6811,0.7129,0.4756,1,21,0
77828,0.0088,1.9365,1.8988,0.7511,0.5512,1,21,0
96586,0.0044,2.1156,2.0433,0.8839,0.2882,1,21,0
128714,0.0144,2.5831,2.5898,0.8043,0.4913,0,61,1
120058,0.017,2.3518,2.6049,0.6154,0.4424,1,61,1
107635,0.0165,2.1691,2.3397,0.6553,0.4957,0,61,1
135507,0.0181,2.7655,2.7979,0.7178,0.5266,0,61,1
67338,0.0052,1.3781,1.7916,0.7058,0.5017,1,21,0
67338,0.0052,1.3781,1.7916,0.7058,0.5017,1,21,0
59666,0.005,1.7148,1.667,0.6317,0.5681,1,21,0
65134,0.003,1.7709,1.6935,0.8236,0.298,1,21,0
82047,0.0063,2.3239,1.9164,0.7774,0.2665,1,21,0
62165,0.0046,1.4073,1.7881,0.7421,0.437,1,21,0
71182,0.0074,1.8101,1.8259,0.6276,0.4824,1,21,0
64687,0.0034,1.4126,1.7008,0.8515,0.3765,1,21,0
82766,0.0067,2.402,1.9512,0.7616,0.2199,0,21,0
64493,0.0044,1.6989,1.6285,0.7694,0.295,1,21,0
73530,0.0036,1.6902,1.723,0.8165,0.3247,1,21,0
96151,0.0083,2.1641,2.0868,0.8304,0.4179,1,21,0
87119,0.0092,1.6922,2.1447,0.7284,0.4123,0,21,0
81958,0.0082,1.7722,2.1701,0.7138,0.5501,1,21,0
80164,0.005,1.8145,1.8176,0.7798,0.3526,1,21,0
86044,0.0109,2.0623,1.8867,0.6926,0.3022,1,21,0
91700,0.0111,2.0525,2.1026,0.7415,0.4555,1,21,0
87607,0.0091,1.8148,2.0059,0.729,0.5687,1,21,0
142089,0.0198,2.8284,2.8209,0.7448,0.5493,0,61,1
136299,0.0147,2.9012,2.7464,0.7944,0.4925,1,61,1
130891,0.0143,2.5893,2.4755,0.759,0.4469,1,61,1
130891,0.0143,2.5893,2.4755,0.759,0.4469,1,61,1
111366,0.0133,2.6542,2.3578,0.7741,0.498,1,61,1
95136,0.0114,1.9474,2.1675,0.7081,0.6136,0,61,1
135627,0.0149,2.9561,2.6622,0.7866,0.4748,1,61,1
135627,0.0149,2.9561,2.6622,0.7866,0.4748,1,61,1
84290,0.0082,1.784,2.1585,0.6487,0.4935,1,21,0
83894,0.0069,1.7571,1.9229,0.6663,0.4955,1,21,0
88732,0.012,1.8742,1.9713,0.6853,0.606,1,21,0
96603,0.008,2.2866,1.9982,0.8234,0.2205,1,21,0
82088,0.0074,1.6982,1.9522,0.7758,0.4912,1,21,0
80409,0.008,1.7224,2.0053,0.6002,0.2956,1,21,0
77930,0.0094,1.8246,1.8801,0.7299,0.382,1,21,0
99312,0.0096,2.488,2.1647,0.7447,0.3485,1,21,0
97033,0.0089,2.4248,2.1378,0.7633,0.339,0,21,0
82106,0.0082,1.7668,1.905,0.7091,0.5615,1,21,0
82106,0.0082,1.7668,1.905,0.7091,0.5615,1,21,0
87427,0.009,2.0204,1.9741,0.6879,0.3589,1,21,0
87512,0.0073,1.8994,2.1037,0.7953,0.3522,1,21,0
103173,0.0125,1.9625,2.4293,0.6415,0.471,1,21,0
100210,0.0117,2.282,2.226,0.6687,0.4499,1,21,0
138797,0.0182,2.8401,2.7337,0.7385,0.5432,1,89,1
146327,0.0174,2.8032,2.6811,0.7495,0.4709,1,89,1
137431,0.0184,2.5393,2.9198,0.7124,0.5575,1,89,1
121906,0.0172,2.4456,2.3924,0.6657,0.581,1,61,1
120546,0.0131,2.7839,2.471,0.6599,0.393,1,61,1
95028,0.0112,2.2212,2.1586,0.7297,0.5324,1,61,1
96101,0.0106,2.1287,2.2416,0.6901,0.5301,1,61,1
141569,0.0196,2.5407,2.9577,0.6763,0.5273,1,89,1
140242,0.0154,2.9076,2.7579,0.7598,0.5276,1,89,1
184849,0.0249,3.1594,3.3508,0.6701,0.5162,1,89,1
111825,0.011,2.36,2.2137,0.7958,0.4087,1,21,0
90652,0.0075,1.8022,2.143,0.8282,0.4188,1,21,0
108758,0.0117,2.5557,2.3658,0.7342,0.4121,0,21,0
97019,0.0094,2.2738,2.2712,0.7349,0.3878,1,21,0
93681,0.0084,1.8613,2.2223,0.7598,0.4782,1,21,0
86328,0.0082,1.8029,2.0479,0.6603,0.4159,1,21,0
95305,0.0108,2.1908,2.0692,0.6838,0.5819,0,61,1
124897,0.0172,2.6238,2.5067,0.6992,0.4616,1,61,1
124852,0.0139,2.8209,2.5112,0.68,0.3801,0,61,1
105144,0.0131,2.3902,2.4174,0.6458,0.477,0,61,1
107507,0.0132,2.4986,2.2343,0.7293,0.4264,1,61,1
131885,0.0151,2.543,2.494,0.76,0.4556,0,61,1
142851,0.0198,2.5411,2.9458,0.6901,0.5417,1,89,1
167778,0.0203,3.1183,3.2341,0.7598,0.4805,1,89,1
153288,0.0191,2.9352,2.8188,0.677,0.4699,1,89,1
113574,0.0111,2.4313,2.2824,0.8124,0.3003,1,21,0
102031,0.0123,2.2674,2.2932,0.6266,0.5132,1,21,0
90882,0.0097,1.7993,2.2242,0.7106,0.4607,1,21,0
92299,0.0087,1.9194,2.1341,0.7385,0.4771,1,21,0
99565,0.0112,2.024,2.371,0.7277,0.3568,1,21,0
96308,0.0116,2.4063,2.2479,0.6551,0.3288,1,21,0
110782,0.0131,2.2485,2.1305,0.7098,0.4428,1,21,0
103700,0.012,2.1101,1.9952,0.6853,0.4637,1,21,0
111372,0.014,2.3648,2.4955,0.6835,0.4565,1,21,0
101143,0.0116,1.8327,2.4006,0.7072,0.5666,0,21,0
110486,0.0102,2.2216,2.4194,0.7881,0.4757,1,21,0
117178,0.0146,2.2646,2.5808,0.6981,0.5126,1,61,1
127786,0.0151,2.8206,2.5029,0.6652,0.3462,0,61,1
123093,0.0156,2.7095,2.4792,0.7535,0.5414,0,61,1
140480,0.0182,2.8468,2.915,0.7105,0.5605,0,61,1
129730,0.0169,2.5521,2.6453,0.7465,0.5952,1,89,1
132985,0.0188,2.6278,2.6552,0.6826,0.5398,1,89,1
199127,0.0283,3.1441,3.0692,0.6781,0.5157,1,89,1
115585,0.012,2.5434,2.4641,0.7386,0.513,1,21,0
95509,0.0102,1.8217,2.2801,0.6911,0.4377,1,21,0
100829,0.0134,2.1246,2.0953,0.6857,0.4643,1,21,0
113302,0.0134,2.227,2.7054,0.6822,0.3449,1,21,0
122159,0.0158,2.3559,2.6833,0.7132,0.5278,1,21,0
118533,0.014,2.6875,2.4612,0.7759,0.5014,0,61,1
111870,0.0143,2.5817,2.2972,0.7185,0.4649,1,61,1
131604,0.0157,2.8931,2.5616,0.6526,0.3339,0,61,1
160439,0.0228,2.808,2.8319,0.7146,0.5134,1,89,1
132365,0.0189,2.5543,2.7677,0.6812,0.6102,1,89,1
128012,0.0182,2.5941,2.5687,0.6772,0.5475,1,89,1
96258,0.0117,2.2931,2.0719,0.6804,0.5457,0,61,1
122994,0.014,2.6202,2.5865,0.6978,0.6055,0,61,1
114458,0.0158,2.4842,2.3441,0.6745,0.4805,1,61,1
164826,0.0233,3.0861,2.6514,0.6784,0.4512,0,61,1
111288,0.0144,2.302,2.4028,0.7178,0.5486,0,61,1
126407,0.0127,2.7221,2.576,0.7996,0.4973,0,61,1
161375,0.0237,2.9709,2.5727,0.681,0.4746,0,61,1
122666,0.0131,2.4728,2.4062,0.7977,0.4128,1,21,0
104551,0.013,2.0029,2.5237,0.6342,0.4543,0,21,0
110836,0.0144,2.1313,2.7349,0.7096,0.5294,1,21,0
101314,0.0119,2.0754,2.2038,0.6648,0.5264,1,21,0
98170,0.0097,1.8567,2.2531,0.6905,0.3144,1,21,0
148849,0.0217,2.892,2.7222,0.7137,0.4618,1,89,1
145331,0.0195,2.9078,2.8682,0.7319,0.5867,1,89,1
125977,0.014,2.4649,2.4764,0.8002,0.4848,1,21,0
89197,0.0086,1.8825,2.1754,0.7053,0.399,1,21,0
105965,0.0137,2.1908,2.2209,0.7027,0.4348,1,21,0
121865,0.0153,2.3275,2.1493,0.688,0.4102,1,21,0
105475,0.0123,2.0201,2.6054,0.7187,0.5973,1,21,0
114174,0.0144,2.2946,2.5555,0.6986,0.4651,0,61,1
135993,0.0154,2.5888,2.5299,0.7611,0.4492,0,61,1
105012,0.013,2.3302,2.194,0.7009,0.5568,0,61,1
118166,0.0152,2.2254,2.7311,0.6829,0.4901,1,21,0
117184,0.0157,2.1932,2.3068,0.708,0.5338,1,21,0
136621,0.0163,2.6908,2.7336,0.734,0.5357,1,21,0
116959,0.0148,2.498,2.4901,0.6874,0.4756,1,21,0
173092,0.0248,3.2082,3.2075,0.7497,0.5312,1,89,1
130544,0.0175,2.6524,2.6149,0.7297,0.5214,0,89,1
125129,0.017,2.4231,2.6349,0.7018,0.6085,1,89,1
136066,0.0182,2.6856,2.6477,0.7268,0.5455,1,89,1
109795,0.0132,2.3657,2.2692,0.6905,0.6085,0,61,1
116141,0.0155,2.1564,2.8857,0.6474,0.6309,0,61,1
117041,0.0164,2.5123,2.3981,0.6772,0.5084,0,61,1
118686,0.0147,2.5566,2.1342,0.7098,0.4021,1,21,0
105609,0.0108,2.1114,2.4545,0.7373,0.4061,1,21,0
132622,0.0155,2.7118,2.69,0.7253,0.415,1,21,0
119187,0.0146,2.1848,2.8149,0.7052,0.5649,1,21,0
126686,0.017,2.4219,2.6565,0.7065,0.5715,1,89,1
160131,0.0218,2.9603,2.9426,0.7605,0.4879,1,89,1
118132,0.0149,2.3643,2.069,0.693,0.4603,1,21,0
124425,0.0133,2.4144,2.4213,0.789,0.4973,0,21,0
132427,0.0178,2.4784,2.8982,0.7285,0.5461,1,21,0
136246,0.0125,2.5639,2.6933,0.7867,0.3987,1,21,0
155007,0.0234,2.7689,2.8707,0.6627,0.5575,1,89,1
152609,0.0213,2.9397,2.9054,0.7355,0.4192,1,89,1
116228,0.0148,2.4541,2.2928,0.7026,0.5662,1,61,1
123895,0.0162,2.6836,2.4725,0.7238,0.504,1,61,1
142172,0.0172,2.8104,2.7672,0.6662,0.4146,1,61,1
129273,0.0175,2.4521,2.7373,0.6989,0.5317,0,61,1
110914,0.0146,2.3424,2.4376,0.7119,0.5387,0,61,1
145084,0.0175,2.766,2.6558,0.7401,0.5467,0,61,1
111945,0.0146,2.3714,2.4807,0.7028,0.5845,0,61,1
133625,0.0173,2.8268,2.7197,0.7439,0.5243,0,61,1
140192,0.0167,2.9123,2.6639,0.6972,0.4065,1,61,1
119145,0.0151,2.435,2.3383,0.7004,0.6226,1,61,1
113749,0.0139,2.3537,2.3804,0.7415,0.4506,1,21,0
120683,0.0155,2.393,2.6122,0.6647,0.5478,1,21,0
140225,0.0128,2.5707,2.7113,0.7968,0.4379,1,21,0
106079,0.0149,2.3003,2.2489,0.7025,0.4042,0,21,0
128493,0.0147,2.7595,2.5984,0.7341,0.4183,1,21,0
103317,0.0111,1.9438,2.3919,0.7403,0.4934,1,21,0
134847,0.0144,2.3192,2.7857,0.7468,0.5124,1,21,0
129151,0.0169,2.3796,2.9602,0.6799,0.4973,0,21,0
122085,0.015,2.2508,2.9017,0.7062,0.4828,0,21,0
133489,0.0176,2.6104,2.7902,0.6597,0.5271,1,21,0
